Beginnjahr;Beginnmonat;ZahlweiseInkasso;GeschlechtVP1;RauchertypVP1;x;n;t;Leistung;tba
2019;10;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;21;38;22;612988.21;3888.91
2017;5;MONATLICH;WEIBLICH;RAUCHEN;59;3;1;774651.56;50080.12
2018;3;JAEHRLICH;MAENNLICH;RAUCHEN;51;3;3;515319.91;5417.58
2019;3;MONATLICH;MAENNLICH;NICHTRAUCHEN;32;34;34;871244.32;5629.31
2018;9;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;38;26;21;963380.41;7476.83
2018;11;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;42;15;7;299490.85;5182.62
2019;10;MONATLICH;MAENNLICH;RAUCHEN;46;9;1;833154.63;63156.73
2018;8;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;37;8;5;624045.08;3234.42
2019;5;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;23;19;10;290269.44;1448.93
2018;2;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;26;27;9;41437.65;387.03
2019;10;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;54;3;2;946251.58;10564.68
2018;6;MONATLICH;MAENNLICH;NICHTRAUCHEN;27;39;13;786178.5;10891.89
2019;8;MONATLICH;MAENNLICH;RAUCHEN;36;4;1;268712.01;3856.46
2019;4;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;38;4;1;373388.31;4529.59
2019;8;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;46;4;3;24879.67;158.84
2018;4;JAEHRLICH;WEIBLICH;RAUCHEN;41;1;1;725408.84;3227.41
2017;10;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;21;19;16;894584.24;2974.44
2019;1;HALBJAEHRLICH;MAENNLICH;RAUCHEN;43;19;4;451247.15;21060.88
2018;8;MONATLICH;WEIBLICH;NICHTRAUCHEN;18;42;22;672778.27;4619.56
2017;3;MONATLICH;MAENNLICH;NICHTRAUCHEN;56;4;1;81225;2850.56
2019;10;MONATLICH;WEIBLICH;RAUCHEN;26;29;3;818375.68;33413.72
2019;3;MONATLICH;WEIBLICH;RAUCHEN;60;6;4;28616.28;1245.15
2017;5;HALBJAEHRLICH;WEIBLICH;RAUCHEN;37;9;8;936509.27;4854.63
2018;6;HALBJAEHRLICH;WEIBLICH;RAUCHEN;36;3;2;546427.26;2950.96
2019;2;MONATLICH;WEIBLICH;RAUCHEN;31;7;1;207254;4437.48
2019;1;MONATLICH;MAENNLICH;RAUCHEN;32;7;7;912934.05;3214.61
2019;1;MONATLICH;WEIBLICH;NICHTRAUCHEN;53;1;1;943447.23;6413.95
2017;7;MONATLICH;MAENNLICH;RAUCHEN;38;26;3;296770.67;22748.42
2018;8;MONATLICH;MAENNLICH;RAUCHEN;27;36;31;948949.58;8575.4
2017;9;MONATLICH;MAENNLICH;NICHTRAUCHEN;44;17;5;897894.45;18162.13
2017;9;JAEHRLICH;MAENNLICH;RAUCHEN;45;14;14;75954.89;812.09
2019;8;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;24;32;30;671799.65;2774.61
2018;11;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;22;1;1;728227.58;2071.93
2019;9;MONATLICH;WEIBLICH;NICHTRAUCHEN;46;7;6;772824.9;4831.32
2019;1;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;59;5;3;665219.75;12878.62
2017;2;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;25;26;5;388236.97;5675.8
2017;2;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;56;6;3;133881.61;2518.03
2019;4;MONATLICH;WEIBLICH;RAUCHEN;20;2;2;668368.41;2028.49
2019;5;JAEHRLICH;WEIBLICH;RAUCHEN;52;9;9;221847.09;3395.94
2018;11;MONATLICH;MAENNLICH;NICHTRAUCHEN;53;10;10;200576.39;1902.78
2018;8;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;33;31;9;134622.88;2186.09
2017;9;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;29;27;19;711701.13;3938.72
2017;9;MONATLICH;WEIBLICH;NICHTRAUCHEN;24;24;15;374955.43;1801.78
2017;10;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;18;34;33;835081.78;3751.33
2017;8;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;31;11;8;331173.51;1325.45
2018;6;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;26;18;1;263322.38;14207.02
2018;5;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;27;39;10;18017.2;507.7
2017;11;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;22;8;4;863209.43;4770.97
2017;5;MONATLICH;WEIBLICH;NICHTRAUCHEN;21;17;2;26321.4;534.73
2019;7;MONATLICH;WEIBLICH;RAUCHEN;58;5;3;624486.95;22720.4
2018;6;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;30;23;15;513862.51;3892.29
2019;2;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;55;4;3;591316.38;6520.43
2018;10;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;39;5;5;105836.63;368.09
2017;9;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;42;5;5;261380.84;1036.61
2018;3;JAEHRLICH;MAENNLICH;RAUCHEN;38;6;4;654889.08;4185.17
2018;4;MONATLICH;WEIBLICH;RAUCHEN;49;8;2;171010.18;7219.23
2019;8;MONATLICH;MAENNLICH;NICHTRAUCHEN;35;2;2;384381.02;1128.46
2019;1;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;28;12;3;149778.17;1530.09
2018;3;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;54;6;1;726260.46;64626.95
2019;1;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;25;1;1;557976.84;1537.11
2018;1;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;53;6;1;965671.51;43315.78
2019;6;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;30;25;10;432747.69;3812.44
2019;6;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;52;6;6;987398.35;7448.18
2017;4;HALBJAEHRLICH;MAENNLICH;RAUCHEN;38;24;15;277685.43;4020.54
2018;3;JAEHRLICH;MAENNLICH;RAUCHEN;20;43;22;314429.73;3552.96
2017;3;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;36;23;12;542153.78;7539.9
2018;11;JAEHRLICH;MAENNLICH;RAUCHEN;21;42;33;804848.83;6723.73
2017;9;MONATLICH;WEIBLICH;RAUCHEN;22;12;12;465717.54;1425.43
2018;12;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;57;8;8;116476.47;2830.21
2018;4;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;47;19;7;622418.56;24624
2018;11;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;28;27;20;314542.87;2229.07
2019;3;MONATLICH;MAENNLICH;RAUCHEN;56;1;1;909818.97;13827.13
2017;6;MONATLICH;WEIBLICH;RAUCHEN;44;8;7;248886.95;2134.58
2018;11;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;47;11;6;337581.55;3816.68
2017;5;MONATLICH;WEIBLICH;NICHTRAUCHEN;47;3;3;113651.6;578.28
2019;6;HALBJAEHRLICH;WEIBLICH;RAUCHEN;54;2;2;496629.79;6520.36
2019;4;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;53;2;2;728852.61;5006.02
2019;3;MONATLICH;MAENNLICH;RAUCHEN;42;15;3;415165.28;16119.3
2017;2;MONATLICH;MAENNLICH;RAUCHEN;25;11;4;105476.5;820.08
2018;4;MONATLICH;MAENNLICH;NICHTRAUCHEN;55;1;1;675644.53;5230.14
2019;8;JAEHRLICH;WEIBLICH;RAUCHEN;19;24;10;362428.68;2536.64
2017;9;MONATLICH;MAENNLICH;RAUCHEN;50;5;1;896321.58;45713.46
2017;8;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;37;3;3;785313.43;2441.67
2017;3;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;33;19;14;172681.07;877.31
2018;3;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;46;17;6;123322.99;2338.28
2019;5;HALBJAEHRLICH;WEIBLICH;RAUCHEN;56;1;1;604350.94;9039.32
2018;12;JAEHRLICH;WEIBLICH;RAUCHEN;24;18;3;784491.77;13328.89
2017;6;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;52;4;1;580389.8;15458.02
2017;9;MONATLICH;MAENNLICH;RAUCHEN;41;10;7;611888.34;5517.48
2017;11;MONATLICH;MAENNLICH;RAUCHEN;44;20;3;286504.11;21406.5
2018;12;JAEHRLICH;MAENNLICH;RAUCHEN;35;20;19;217802.83;1469.31
2017;1;MONATLICH;MAENNLICH;RAUCHEN;59;3;3;881660.26;19792.01
2019;10;MONATLICH;WEIBLICH;NICHTRAUCHEN;53;6;5;329246.67;3157.81
2017;2;HALBJAEHRLICH;MAENNLICH;RAUCHEN;47;9;2;887851.57;36474.37
2017;1;MONATLICH;WEIBLICH;NICHTRAUCHEN;22;29;6;995724.31;13307.71
2018;11;JAEHRLICH;MAENNLICH;RAUCHEN;22;23;6;605119.49;6922.18
2017;10;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;20;17;12;378251.55;1588.45
2017;3;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;44;4;2;569673.68;6961.52
2017;8;JAEHRLICH;WEIBLICH;RAUCHEN;19;8;8;27421.52;80.84
2018;2;MONATLICH;WEIBLICH;RAUCHEN;58;1;1;104534.24;1910.96
2019;10;JAEHRLICH;MAENNLICH;RAUCHEN;18;35;26;368979.79;2040.56
2018;12;JAEHRLICH;WEIBLICH;RAUCHEN;24;33;1;464736.22;63543.07
2019;3;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;19;6;5;335614.33;1119.65
2017;2;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;34;8;7;522432.87;2282.33
2018;10;MONATLICH;WEIBLICH;RAUCHEN;24;37;35;730747.41;5300.94
2019;1;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;28;3;3;360876.24;963.8
2017;10;MONATLICH;MAENNLICH;NICHTRAUCHEN;31;35;4;220927.79;9037.3
2019;6;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;32;18;7;264194.31;2967.81
2017;2;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;33;28;2;665427.07;38055.22
2017;4;HALBJAEHRLICH;WEIBLICH;RAUCHEN;48;2;2;208570.06;1663.16
2018;3;MONATLICH;WEIBLICH;NICHTRAUCHEN;45;17;12;776806.94;7559.26
2018;12;MONATLICH;WEIBLICH;NICHTRAUCHEN;57;7;1;72796.88;5262.29
2018;12;JAEHRLICH;MAENNLICH;RAUCHEN;38;6;4;134670.22;860.63
2017;4;MONATLICH;WEIBLICH;NICHTRAUCHEN;35;25;23;859548.99;4907.01
2017;11;MONATLICH;WEIBLICH;NICHTRAUCHEN;47;18;7;640959.93;12655.19
2017;10;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;22;41;6;41716.29;989.85
2018;10;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;19;27;17;350142.88;1850.46
2018;3;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;54;2;1;334544.24;4829.79
2018;4;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;28;29;14;237175.81;1805.34
2018;9;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;23;35;5;203385.5;6313.18
2017;5;MONATLICH;MAENNLICH;RAUCHEN;51;3;1;94555.56;2948.01
2018;8;HALBJAEHRLICH;WEIBLICH;RAUCHEN;27;6;3;178830.89;1007.06
2019;11;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;37;25;17;60252.11;482.23
2017;4;MONATLICH;WEIBLICH;RAUCHEN;52;13;12;380854.61;8014.72
2018;12;MONATLICH;MAENNLICH;RAUCHEN;50;11;7;590192.52;12731.2
2019;12;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;30;28;24;304986.16;2301.78
2019;8;MONATLICH;WEIBLICH;NICHTRAUCHEN;58;2;1;784387.62;15099.91
2018;6;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;56;4;2;716009.37;24147.91
2019;10;MONATLICH;WEIBLICH;RAUCHEN;43;15;14;372497.26;3837.97
2018;4;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;47;1;1;259903.81;1235.72
2017;9;MONATLICH;MAENNLICH;RAUCHEN;23;18;3;890821.87;15083.74
2017;10;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;56;6;1;372026.51;20380.49
2019;6;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;34;19;6;118315.17;1331.49
2017;3;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;36;18;6;874534.71;9972.21
2019;7;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;37;10;7;162245.18;809.92
2019;9;MONATLICH;WEIBLICH;RAUCHEN;36;12;1;2114.29;110.63
2019;1;JAEHRLICH;MAENNLICH;RAUCHEN;32;6;6;820398.33;2766
2017;7;MONATLICH;MAENNLICH;NICHTRAUCHEN;49;3;3;475358.79;2708.84
2019;8;MONATLICH;MAENNLICH;RAUCHEN;22;23;16;97890.94;479.56
2018;11;HALBJAEHRLICH;MAENNLICH;RAUCHEN;59;5;2;732306.5;42859.23
2019;7;MONATLICH;MAENNLICH;RAUCHEN;52;3;1;243132.4;8255.79
2019;9;MONATLICH;WEIBLICH;RAUCHEN;59;5;5;641039.65;16211.3
2019;6;JAEHRLICH;MAENNLICH;RAUCHEN;21;3;1;879593.39;7288.45
2018;12;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;54;11;2;369813.94;19103.29
2019;6;MONATLICH;WEIBLICH;RAUCHEN;56;5;3;549236.74;16394.48
2018;8;HALBJAEHRLICH;WEIBLICH;RAUCHEN;59;4;2;889455.28;39958.75
2017;6;HALBJAEHRLICH;MAENNLICH;RAUCHEN;39;8;6;853758.37;5664.28
2017;2;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;29;12;6;425478.87;2759.21
2019;2;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;60;4;2;597554.09;14114.09
2017;2;HALBJAEHRLICH;MAENNLICH;RAUCHEN;32;16;9;128328.28;953.17
2019;7;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;36;8;7;7744.52;37.35
2017;6;MONATLICH;MAENNLICH;RAUCHEN;36;26;22;465939.23;5070.17
2018;6;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;54;7;4;648296.84;9653.37
2018;8;MONATLICH;WEIBLICH;RAUCHEN;36;7;2;707743.74;9537.45
2019;11;MONATLICH;WEIBLICH;NICHTRAUCHEN;27;36;19;553668;4661.82
2019;7;MONATLICH;MAENNLICH;NICHTRAUCHEN;36;2;2;635134.35;1906.4
2019;1;JAEHRLICH;MAENNLICH;RAUCHEN;56;7;7;16348.64;328.97
2019;11;JAEHRLICH;WEIBLICH;RAUCHEN;35;27;27;340375.25;3123.73
2018;7;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;36;13;9;762759.92;3951.53
2019;3;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;52;9;2;528800.83;18269.21
2018;9;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;60;4;1;282515.2;13266.79
2019;8;MONATLICH;MAENNLICH;RAUCHEN;21;40;21;489250.72;5164.67
2017;6;HALBJAEHRLICH;MAENNLICH;RAUCHEN;53;1;1;93348.11;1074.19
2019;6;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;44;9;5;673015.56;5781.15
2018;9;MONATLICH;WEIBLICH;NICHTRAUCHEN;32;20;19;561282.99;2297.35
2017;1;HALBJAEHRLICH;MAENNLICH;RAUCHEN;37;11;4;313592.59;3990.02
2019;9;HALBJAEHRLICH;MAENNLICH;RAUCHEN;57;1;1;342079.92;5604.37
2017;1;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;22;32;28;80646.49;326.88
2019;9;HALBJAEHRLICH;WEIBLICH;RAUCHEN;39;25;17;148260.52;2289.47
2018;2;HALBJAEHRLICH;MAENNLICH;RAUCHEN;59;7;5;686489.38;26049.35
2017;6;MONATLICH;MAENNLICH;NICHTRAUCHEN;41;17;5;201905.19;3397.75
2019;9;MONATLICH;MAENNLICH;RAUCHEN;40;8;5;893897.66;7643.91
2017;1;JAEHRLICH;MAENNLICH;RAUCHEN;52;11;9;299981.5;6057.15
2018;6;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;53;5;2;52978.59;1763.01
2017;5;HALBJAEHRLICH;WEIBLICH;RAUCHEN;58;3;3;840600.1;16758.98
2017;2;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;20;2;2;31690.88;90.73
2019;10;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;46;17;2;302972.69;16757.22
2019;4;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;56;5;1;289848.97;12963.27
2018;9;JAEHRLICH;WEIBLICH;RAUCHEN;39;8;3;337814.22;4254.24
2018;7;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;52;14;13;222298.99;4911.81
2019;7;HALBJAEHRLICH;MAENNLICH;RAUCHEN;57;6;5;195396.25;4902.66
2017;3;MONATLICH;MAENNLICH;RAUCHEN;33;29;4;293426.96;14626.31
2018;10;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;27;1;1;55250.89;149.69
2019;10;JAEHRLICH;WEIBLICH;RAUCHEN;21;27;10;503113.19;4431.34
2018;6;JAEHRLICH;MAENNLICH;RAUCHEN;43;8;6;574266.81;5107.01
2019;5;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;25;24;15;724669.51;3553.08
2017;5;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;36;11;7;603824.29;4306.3
2018;7;MONATLICH;WEIBLICH;RAUCHEN;46;6;1;824771.85;37585.25
2018;2;MONATLICH;MAENNLICH;NICHTRAUCHEN;45;6;2;555509.63;7760.43
2019;3;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;35;27;2;90134.26;5399.45
2019;7;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;57;8;7;553287.45;15062.33
2019;3;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;32;24;20;742250.2;5477.73
2017;1;MONATLICH;WEIBLICH;RAUCHEN;27;8;7;365423.45;1278.95
2018;11;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;27;5;5;897234.87;2447.99
2019;8;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;36;26;5;543604.5;21579.53
2017;1;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;55;11;4;990654.75;28211.66
2018;9;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;33;30;28;230426.01;1365.16
2019;8;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;40;8;2;314220.56;4552.1
2018;12;HALBJAEHRLICH;WEIBLICH;RAUCHEN;55;3;3;37918.78;570.42
2018;12;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;57;8;1;174788.05;14623.28
2019;6;HALBJAEHRLICH;MAENNLICH;RAUCHEN;19;13;8;130747.5;595.79
2017;10;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;47;1;1;903219.53;4224.66
2019;9;HALBJAEHRLICH;MAENNLICH;RAUCHEN;41;21;4;521839.95;24797.92
2018;12;MONATLICH;WEIBLICH;RAUCHEN;36;6;6;332463.09;1348.19
2018;3;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;55;1;1;400243.67;3077.03
2019;10;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;21;34;24;571032.9;3724.04
2018;4;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;24;29;14;639805.05;5543.32
2019;12;MONATLICH;WEIBLICH;RAUCHEN;22;32;9;749160.37;10551.12
2017;11;JAEHRLICH;WEIBLICH;RAUCHEN;30;18;18;900664.47;3901.35
2019;12;JAEHRLICH;MAENNLICH;RAUCHEN;45;19;10;755247.74;17764.46
2019;1;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;31;1;1;678676.24;1850.02
2017;2;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;20;32;25;10780.48;57.7
2017;6;JAEHRLICH;MAENNLICH;RAUCHEN;39;9;5;358599.49;3234.65
2017;12;MONATLICH;MAENNLICH;NICHTRAUCHEN;27;3;1;111049.04;847.97
2017;2;MONATLICH;WEIBLICH;RAUCHEN;59;5;3;692817.52;28036.52
2017;2;MONATLICH;MAENNLICH;RAUCHEN;31;10;10;507843.62;1844.93
2018;10;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;38;12;10;711705.23;3354.57
2017;5;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;23;43;17;223244.6;2449.37
2018;4;MONATLICH;WEIBLICH;NICHTRAUCHEN;33;25;19;127671.33;760.67
2017;8;MONATLICH;MAENNLICH;RAUCHEN;59;6;1;200626.1;29399.69
2019;7;MONATLICH;WEIBLICH;RAUCHEN;58;5;3;404916.04;14731.86
2017;9;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;31;25;6;531025.79;7878.25
2017;4;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;38;4;1;915321.19;14399.36
2018;3;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;32;16;2;742687.41;17201.6
2018;3;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;59;3;2;762245.81;12060.04
2019;4;JAEHRLICH;WEIBLICH;RAUCHEN;37;4;2;651599.26;4900.82
2017;11;JAEHRLICH;WEIBLICH;RAUCHEN;50;15;2;343890.03;38111.52
2018;3;MONATLICH;WEIBLICH;NICHTRAUCHEN;60;3;2;60925.06;1071.59
2017;8;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;18;9;4;542804.64;3198.11
2019;5;JAEHRLICH;MAENNLICH;RAUCHEN;60;1;1;189757.92;4100.97
2017;6;HALBJAEHRLICH;WEIBLICH;RAUCHEN;45;11;8;110379.43;1362.44
2018;2;JAEHRLICH;MAENNLICH;RAUCHEN;20;42;4;994069.68;49136.02
2018;11;MONATLICH;WEIBLICH;RAUCHEN;42;24;24;421470.05;6169.07
2019;7;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;20;2;2;864243.34;2605.93
2017;4;HALBJAEHRLICH;MAENNLICH;RAUCHEN;18;10;8;814109.51;2935.4
2019;9;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;52;1;1;400873.37;4268.88
2018;9;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;57;2;2;231681;2112.66
2019;3;MONATLICH;WEIBLICH;NICHTRAUCHEN;40;7;7;962182.18;3734.6
2017;2;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;47;2;2;510577.3;2485.17
2018;7;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;55;11;2;311235.31;17284.04
2019;7;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;42;19;15;837330.91;6485.36
2018;3;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;55;3;1;779478.25;34181.08
2019;12;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;43;23;12;667614.55;9100.8
2018;4;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;60;6;6;73463.23;1019.5
2018;2;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;39;27;13;819851.75;10690.43
2018;4;HALBJAEHRLICH;MAENNLICH;RAUCHEN;49;14;9;359746.04;8001.03
2019;10;MONATLICH;MAENNLICH;NICHTRAUCHEN;49;5;3;673157.22;6593.83
2018;8;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;43;5;5;71961.42;301.95
2018;4;MONATLICH;WEIBLICH;NICHTRAUCHEN;24;23;15;816184.5;3717
2018;10;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;35;30;28;782716.11;9054.63
2017;1;HALBJAEHRLICH;MAENNLICH;RAUCHEN;41;15;10;581205.28;6684.31
2019;12;MONATLICH;MAENNLICH;RAUCHEN;24;2;2;354877.8;1042.04
2017;7;HALBJAEHRLICH;MAENNLICH;RAUCHEN;32;12;6;381679.73;2783.55
2017;7;JAEHRLICH;MAENNLICH;RAUCHEN;52;4;1;999595.21;45573.09
2017;8;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;23;9;3;448361.06;3634.67
2018;3;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;31;1;1;648709.97;1983.77
2017;12;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;29;14;8;6686.11;33
2019;12;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;33;17;5;838283.22;12551.24
2017;9;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;57;2;1;803617.57;27309.95
2018;3;JAEHRLICH;MAENNLICH;RAUCHEN;48;2;1;60741.47;936.5
2019;1;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;58;7;5;915041.59;14853.81
2017;7;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;51;9;8;455478.89;7198.68
2019;6;HALBJAEHRLICH;MAENNLICH;RAUCHEN;21;25;9;568953.56;4936.42
2018;11;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;44;4;3;646779.19;3696.69
2018;9;HALBJAEHRLICH;MAENNLICH;RAUCHEN;36;25;7;666448.08;17645.46
2018;11;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;46;3;1;972913.62;13052.35
2018;11;MONATLICH;MAENNLICH;NICHTRAUCHEN;52;1;1;173293.46;1106.33
2019;4;JAEHRLICH;WEIBLICH;RAUCHEN;29;16;13;95202.2;435.05
2019;5;HALBJAEHRLICH;WEIBLICH;RAUCHEN;54;11;8;827149;22762.87
2018;3;HALBJAEHRLICH;MAENNLICH;RAUCHEN;21;31;6;105628.16;1910.61
2017;6;MONATLICH;WEIBLICH;NICHTRAUCHEN;36;28;27;980078.25;6424.29
2017;11;MONATLICH;WEIBLICH;NICHTRAUCHEN;32;23;20;920433.25;4411.77
2017;5;JAEHRLICH;WEIBLICH;RAUCHEN;54;5;1;213096.48;14958.12
2019;1;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;53;4;3;508695.02;4909.86
2018;3;HALBJAEHRLICH;WEIBLICH;RAUCHEN;55;7;2;44493.45;2646.6
2017;1;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;54;4;1;818669.52;24892.31
2017;11;MONATLICH;WEIBLICH;RAUCHEN;34;21;12;839098.9;8607.97
2018;4;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;30;26;7;568139.21;7304.93
2019;4;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;24;22;17;756211.27;2878.25
2019;2;MONATLICH;MAENNLICH;NICHTRAUCHEN;39;13;5;353030.15;3683.76
2017;8;HALBJAEHRLICH;WEIBLICH;RAUCHEN;36;5;5;686862.93;2672.39
2018;10;MONATLICH;WEIBLICH;NICHTRAUCHEN;56;8;5;634026.21;10592.92
2018;8;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;33;29;14;142666.79;1390.09
2017;3;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;55;2;2;847568.96;6699.58
